ID	Gene Name	Species	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
Q58DQ5	mitochondrial ribosomal protein S9(MRPS9)	Bos taurus			GO:0000462~maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),GO:0006412~translation,GO:0070124~mitochondrial translational initiation,GO:0070125~mitochondrial translational elongation,	GO:0005730~nucleolus,GO:0005743~mitochondrial inner membrane,GO:0005763~mitochondrial small ribosomal subunit,	GO:0003735~structural constituent of ribosome,GO:0044822~poly(A) RNA binding,	IPR000754:Ribosomal protein S9,IPR014721:Ribosomal protein S5 domain 2-type fold, subgroup,IPR020568:Ribosomal protein S5 domain 2-type fold,IPR020574:Ribosomal protein S9, conserved site,	bta03010:Ribosome,				3D-structure,Alternative splicing,Complete proteome,Direct protein sequencing,Mitochondrion,Reference proteome,Ribonucleoprotein,Ribosomal protein,Transit peptide,	chain:28S ribosomal protein S9, mitochondrial,modified residue,sequence conflict,splice variant,transit peptide:Mitochondrion,
Q99MD8	myoneurin(Mynn)	Mus musculus		Transcription / Cell division and chromosome partitioning,	GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,	GO:0005634~nucleus,	GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0046872~metal ion binding,	IPR000210:BTB/POZ-like,IPR007087:Zinc finger, C2H2,IPR011333:BTB/POZ fold,IPR013087:Zinc finger C2H2-type/integrase DNA-binding domain,IPR015880:Zinc finger, C2H2-like,				SM00225:BTB,SM00355:ZnF_C2H2,	Alternative splicing,Complete proteome,DNA-binding,Metal-binding,Nucleus,Reference proteome,Repeat,Transcription,Transcription regulation,Zinc,Zinc-finger,	chain:Myoneurin,compositionally biased region:Poly-Lys,domain:BTB,sequence conflict,short sequence motif:Nuclear localization signal,splice variant,zinc finger region:C2H2-type 1,zinc finger region:C2H2-type 2,zinc finger region:C2H2-type 3,zinc finger region:C2H2-type 4,zinc finger region:C2H2-type 5,zinc finger region:C2H2-type 6,zinc finger region:C2H2-type 7,zinc finger region:C2H2-type 8,
Q8K4Q6	nei endonuclease VIII-like 1 (E. coli)(Neil1)	Mus musculus			GO:0006281~DNA repair,GO:0006284~base-excision repair,GO:0006289~nucleotide-excision repair,GO:0006974~cellular response to DNA damage stimulus,GO:0006979~response to oxidative stress,GO:0008152~metabolic process,GO:0032074~negative regulation of nuclease activity,	GO:0005634~nucleus,GO:0005694~chromosome,GO:0005737~cytoplasm,GO:0005815~microtubule organizing center,GO:0005856~cytoskeleton,	GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003684~damaged DNA binding,GO:0003824~catalytic activity,GO:0003906~DNA-(apurinic or apyrimidinic site) lyase activity,GO:0008022~protein C-terminus binding,GO:0008270~zinc ion binding,GO:0016787~hydrolase activity,GO:0016798~hydrolase activity, acting on glycosyl bonds,GO:0016799~hydrolase activity, hydrolyzing N-glycosyl compounds,GO:0016829~lyase activity,GO:0019104~DNA N-glycosylase activity,	IPR010979:Ribosomal protein S13-like, H2TH,IPR012319:DNA glycosylase/AP lyase, catalytic domain,IPR015371:Endonuclease VIII-like 1, DNA binding,IPR015886:DNA glycosylase/AP lyase, H2TH DNA-binding,	mmu03410:Base excision repair,			SM00898:SM00898,SM01232:SM01232,	Alternative splicing,Chromosome,Complete proteome,Cytoplasm,Cytoskeleton,DNA damage,DNA repair,DNA-binding,Glycosidase,Hydrolase,Lyase,Multifunctional enzyme,Nucleus,Reference proteome,	active site:Proton donor,active site:Proton donor; for beta-elimination activity,active site:Schiff-base intermediate with DNA,binding site:DNA,chain:Endonuclease VIII-like 1,splice variant,
O42101	nuclear receptor subfamily 5, group A, member 2(NR5A2)	Gallus gallus			GO:0006351~transcription, DNA-templated,GO:0008206~bile acid metabolic process,GO:0009755~hormone-mediated signaling pathway,GO:0009888~tissue development,GO:0030522~intracellular receptor signaling pathway,GO:0030855~epithelial cell differentiation,GO:0042127~regulation of cell proliferation,GO:0042632~cholesterol homeostasis,GO:0043401~steroid hormone mediated signaling pathway,GO:0045070~positive regulation of viral genome replication,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0061113~pancreas morphogenesis,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0090575~RNA polymerase II transcription factor complex,	GO:0000976~transcription regulatory region sequence-specific DNA binding,GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000980~RNA polymerase II distal enhancer sequence-specific DNA binding,GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0003682~chromatin binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0003707~steroid hormone receptor activity,GO:0004879~RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding,GO:0005543~phospholipid binding,GO:0008270~zinc ion binding,GO:0043565~sequence-specific DNA binding,	IPR000536:Nuclear hormone receptor, ligand-binding, core,IPR001628:Zinc finger, nuclear hormone receptor-type,IPR001723:Steroid hormone receptor,IPR013088:Zinc finger, NHR/GATA-type,IPR016355:Steroidogenic factor 1,			PIRSF002530:steroidogenic factor-like nuclear receptor,	SM00399:ZnF_C4,SM00430:HOLI,	Complete proteome,DNA-binding,Metal-binding,Nucleus,Receptor,Reference proteome,Transcription,Transcription regulation,Zinc,Zinc-finger,	chain:Nuclear receptor subfamily 5 group A member 2,DNA-binding region:Nuclear receptor,region of interest:Ligand-binding,short sequence motif:FTZ-F1 box,zinc finger region:NR C4-type,
Q6NRY2	nucleolar protein 6 L homeolog(nol6.L)	Xenopus laevis				GO:0005730~nucleolus,	GO:0003723~RNA binding,	IPR005554:Nrap protein,	xla03008:Ribosome biogenesis in eukaryotes,				Nucleus,RNA-binding,	chain:Nucleolar protein 6,
Q7T3C6	nudix hydrolase 21(nudt21)	Danio rerio			GO:0006378~mRNA polyadenylation,GO:0006397~mRNA processing,	GO:0005634~nucleus,GO:0005849~mRNA cleavage factor complex,GO:0042382~paraspeckles,	GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0016787~hydrolase activity,GO:0017091~AU-rich element binding,	IPR000086:NUDIX hydrolase domain,IPR015797:NUDIX hydrolase domain-like,IPR016706:Cleavage/polyadenylation specificity factor subunit 5,	dre03015:mRNA surveillance pathway,		PIRSF017888:cleavage and polyadenylation specificity factor subunit 5,		Complete proteome,mRNA processing,Nucleus,Reference proteome,RNA-binding,	chain:Cleavage and polyadenylation specificity factor subunit 5,domain:Nudix hydrolase,short sequence motif:Nudix box,
Q8CI95	oxysterol binding protein-like 11(Osbpl11)	Mus musculus			GO:0006810~transport,GO:0006869~lipid transport,GO:0010890~positive regulation of sequestering of triglyceride,GO:0045444~fat cell differentiation,	GO:0005768~endosome,GO:0005794~Golgi apparatus,GO:0016020~membrane,GO:0031902~late endosome membrane,	GO:0008289~lipid binding,	IPR000648:Oxysterol-binding protein,IPR001849:Pleckstrin homology domain,IPR011993:Pleckstrin homology-like domain,IPR018494:Oxysterol-binding protein, conserved site,				SM00233:PH,	Acetylation,Complete proteome,Endosome,Golgi apparatus,Lipid transport,Lipid-binding,Membrane,Phosphoprotein,Proteomics identification,Reference proteome,Transport,	chain:Oxysterol-binding protein-related protein 11,domain:PH,modified residue,
O75439	peptidase, mitochondrial processing beta subunit(PMPCB)	Homo sapiens		General function prediction only,	GO:0006122~mitochondrial electron transport, ubiquinol to cytochrome c,GO:0009060~aerobic respiration,GO:0016485~protein processing,	GO:0005750~mitochondrial respiratory chain complex III,GO:0005759~mitochondrial matrix,	GO:0003824~catalytic activity,GO:0004222~metalloendopeptidase activity,GO:0008270~zinc ion binding,GO:0046872~metal ion binding,	IPR001431:Peptidase M16, zinc-binding site,IPR007863:Peptidase M16, C-terminal domain,IPR011237:Peptidase M16 domain,IPR011249:Metalloenzyme, LuxS/M16 peptidase-like,IPR011765:Peptidase M16, N-terminal,					Complete proteome,Direct protein sequencing,Hydrolase,Metal-binding,Metalloprotease,Mitochondrion,Polymorphism,Protease,Proteomics identification,Reference proteome,Transit peptide,Zinc,	active site:Proton acceptor,chain:Mitochondrial-processing peptidase subunit beta,metal ion-binding site:Zinc,sequence conflict,sequence variant,transit peptide:Mitochondrion,
P08478	peptidylglycine alpha-amidating monooxygenase L homeolog(pam.L)	Xenopus laevis		Function unknown,	GO:0006518~peptide metabolic process,	GO:0016021~integral component of membrane,GO:0030658~transport vesicle membrane,	GO:0004504~peptidylglycine monooxygenase activity,GO:0004598~peptidylamidoglycolate lyase activity,GO:0005507~copper ion binding,	IPR000323:Copper type II, ascorbate-dependent monooxygenase, N-terminal,IPR000720:Peptidyl-glycine alpha-amidating monooxygenase,IPR001258:NHL repeat,IPR008977:PHM/PNGase F domain,IPR011042:Six-bladed beta-propeller, TolB-like,IPR013017:NHL repeat, subgroup,IPR014783:Copper type II, ascorbate-dependent monooxygenase, histidine-cluster-2 conserved site,IPR014784:Copper type II, ascorbate-dependent monooxygenase-like, C-terminal,IPR020611:Copper type II, ascorbate-dependent monooxygenase, histidine-cluster-1 conserved site,					Alternative splicing,Copper,Cytoplasmic vesicle,Direct protein sequencing,Disulfide bond,Glycoprotein,Lyase,Membrane,Metal-binding,Monooxygenase,Multifunctional enzyme,Oxidoreductase,Repeat,Signal,Transmembrane,Transmembrane helix,Zinc,	chain:Peptidyl-glycine alpha-amidating monooxygenase A,disulfide bond,glycosylation site:N-linked (GlcNAc...),metal ion-binding site:Copper A,metal ion-binding site:Copper B,region of interest:Peptidyl-alpha-hydroxyglycine alpha- amidating lyase,region of interest:Peptidylglycine alpha-hydroxylating monooxygenase,repeat:NHL 1,repeat:NHL 2,repeat:NHL 3,repeat:NHL 4,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Intragranular,transmembrane region,
P14925	peptidylglycine alpha-amidating monooxygenase(Pam)	Rattus norvegicus		Function unknown,	GO:0001519~peptide amidation,GO:0001666~response to hypoxia,GO:0001676~long-chain fatty acid metabolic process,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006518~peptide metabolic process,GO:0007417~central nervous system development,GO:0007507~heart development,GO:0007595~lactation,GO:0009268~response to pH,GO:0009404~toxin metabolic process,GO:0018032~protein amidation,GO:0019538~protein metabolic process,GO:0022602~ovulation cycle process,GO:0032355~response to estradiol,GO:0032956~regulation of actin cytoskeleton organization,GO:0042476~odontogenesis,GO:0042493~response to drug,GO:0046688~response to copper ion,GO:0050708~regulation of protein secretion,GO:0051260~protein homooligomerization,GO:0051384~response to glucocorticoid,GO:0055114~oxidation-reduction process,GO:0060135~maternal process involved in female pregnancy,GO:0060173~limb development,	GO:0005615~extracellular space,GO:0005802~trans-Golgi network,GO:0005886~plasma membrane,GO:0009986~cell surface,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0030141~secretory granule,GO:0030658~transport vesicle membrane,GO:0030667~secretory granule membrane,GO:0043005~neuron projection,GO:0043025~neuronal cell body,GO:0043204~perikaryon,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,	GO:0004504~peptidylglycine monooxygenase activity,GO:0004598~peptidylamidoglycolate lyase activity,GO:0005507~copper ion binding,GO:0005509~calcium ion binding,GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0019901~protein kinase binding,GO:0031418~L-ascorbic acid binding,	IPR000323:Copper type II, ascorbate-dependent monooxygenase, N-terminal,IPR000720:Peptidyl-glycine alpha-amidating monooxygenase,IPR001258:NHL repeat,IPR008977:PHM/PNGase F domain,IPR011042:Six-bladed beta-propeller, TolB-like,IPR013017:NHL repeat, subgroup,IPR014783:Copper type II, ascorbate-dependent monooxygenase, histidine-cluster-2 conserved site,IPR014784:Copper type II, ascorbate-dependent monooxygenase-like, C-terminal,IPR020611:Copper type II, ascorbate-dependent monooxygenase, histidine-cluster-1 conserved site,					3D-structure,Alternative splicing,Cleavage on pair of basic residues,Complete proteome,Copper,Cytoplasmic vesicle,Direct protein sequencing,Disulfide bond,Glycoprotein,Lyase,Membrane,Metal-binding,Monooxygenase,Multifunctional enzyme,Oxidoreductase,Phosphoprotein,Reference proteome,Repeat,Signal,Sulfation,Transmembrane,Transmembrane helix,Vitamin C,Zinc,	chain:Peptidyl-glycine alpha-amidating monooxygenase,disulfide bond,glycosylation site:N-linked (GlcNAc...),helix,metal ion-binding site:Copper A,metal ion-binding site:Copper B,modified residue,region of interest:Interaction with RASSF9,region of interest:Peptidyl-alpha-hydroxyglycine alpha- amidating lyase,region of interest:Peptidylglycine alpha-hydroxylating monooxygenase,repeat:NHL 1,repeat:NHL 2,repeat:NHL 3,repeat:NHL 4,repeat:NHL 5,sequence conflict,signal peptide,splice variant,strand,topological domain:Cytoplasmic,topological domain:Intragranular,transmembrane region,turn,
Q9D787	peptidylprolyl isomerase (cyclophilin)-like 2(Ppil2)	Mus musculus			GO:0000209~protein polyubiquitination,GO:0000413~protein peptidyl-prolyl isomerization,GO:0006457~protein folding,GO:0016567~protein ubiquitination,GO:0072659~protein localization to plasma membrane,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005886~plasma membrane,	GO:0003755~peptidyl-prolyl cis-trans isomerase activity,GO:0004842~ubiquitin-protein transferase activity,GO:0016853~isomerase activity,GO:0016874~ligase activity,GO:0034450~ubiquitin-ubiquitin ligase activity,GO:0061630~ubiquitin protein ligase activity,	IPR002130:Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain,IPR003613:U box domain,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR020892:Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site,IPR024936:Cyclophilin-type peptidyl-prolyl cis-trans isomerase,	mmu04120:Ubiquitin mediated proteolysis,			SM00504:Ubox,	Acetylation,Coiled coil,Complete proteome,Isomerase,Ligase,Nucleus,Proteomics identification,Reference proteome,Rotamase,Ubl conjugation pathway,	chain:Peptidyl-prolyl cis-trans isomerase-like 2,domain:PPIase cyclophilin-type,domain:U-box,modified residue,sequence conflict,
Q969N2	phosphatidylinositol glycan anchor biosynthesis class T(PIGT)	Homo sapiens			GO:0016255~attachment of GPI anchor to protein,GO:0030182~neuron differentiation,GO:0051402~neuron apoptotic process,	GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0016023~cytoplasmic, membrane-bounded vesicle,GO:0030176~integral component of endoplasmic reticulum membrane,GO:0042765~GPI-anchor transamidase complex,	GO:0003923~GPI-anchor transamidase activity,GO:0005515~protein binding,	IPR007245:GPI transamidase component PIG-T,	hsa00563:Glycosylphosphatidylinositol(GPI)-anchor biosynthesis,hsa01100:Metabolic pathways,	615398~Multiple congenital anomalies-hypotonia-seizures syndrome 3,615399~Paroxysmal nocturnal hemoglobinuria 2,			Alternative splicing,Complete proteome,Direct protein sequencing,Disease mutation,Disulfide bond,Endoplasmic reticulum,Epilepsy,Glycoprotein,GPI-anchor biosynthesis,Membrane,Polymorphism,Proteomics identification,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:GPI transamidase component PIG-T,disulfide bond,glycosylation site:N-linked (GlcNAc...),mutagenesis site,sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
Q803C9	phosphatidylserine synthase 1a(ptdss1a)	Danio rerio			GO:0006629~lipid metabolic process,GO:0006659~phosphatidylserine biosynthetic process,GO:0008654~phospholipid biosynthetic process,	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0016740~transferase activity,	IPR004277:Phosphatidyl serine synthase,	dre00564:Glycerophospholipid metabolism,dre01100:Metabolic pathways,				Complete proteome,Endoplasmic reticulum,Lipid biosynthesis,Lipid metabolism,Membrane,Phospholipid biosynthesis,Phospholipid metabolism,Reference proteome,Transferase,Transmembrane,Transmembrane helix,
Q9JMB7	piwi-like RNA-mediated gene silencing 1(Piwil1)	Mus musculus			GO:0000239~pachytene,GO:0006417~regulation of translation,GO:0007275~multicellular organism development,GO:0007283~spermatogenesis,GO:0007286~spermatid development,GO:0030154~cell differentiation,GO:0031047~gene silencing by RNA,GO:0034587~piRNA metabolic process,GO:0051321~meiotic cell cycle,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005844~polysome,GO:0005845~mRNA cap binding complex,GO:0033391~chromatoid body,GO:0043186~P granule,GO:0097433~dense body,	GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003727~single-stranded RNA binding,GO:0003729~mRNA binding,GO:0005515~protein binding,GO:0019901~protein kinase binding,GO:0034584~piRNA binding,	IPR003100:Argonaute/Dicer protein, PAZ,IPR003165:Stem cell self-renewal protein Piwi,IPR012337:Ribonuclease H-like domain,IPR014811:Domain of unknown function DUF1785,	mmu04320:Dorso-ventral axis formation,			SM00949:SM00949,SM00950:SM00950,SM01379:SM01379,	3D-structure,Alternative splicing,Complete proteome,Cytoplasm,Developmental protein,Differentiation,Meiosis,Methylation,Proteomics identification,Reference proteome,RNA-binding,RNA-mediated gene silencing,Spermatogenesis,Translation regulation,	chain:Piwi-like protein 1,domain:PAZ,domain:Piwi,modified residue,region of interest:RNA-binding,sequence conflict,splice variant,
Q460N5	poly(ADP-ribose) polymerase family member 14(PARP14)	Homo sapiens			GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0016020~membrane,	GO:0003950~NAD+ ADP-ribosyltransferase activity,	IPR002589:Appr-1-p processing,IPR004170:WWE domain,IPR012317:Poly(ADP-ribose) polymerase, catalytic domain,				SM00506:A1pp,	3D-structure,Alternative splicing,Complete proteome,Cytoplasm,Glycosyltransferase,NAD,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Transcription,Transcription regulation,Transferase,	chain:Poly [ADP-ribose] polymerase 14,domain:Macro 1,domain:Macro 2,domain:Macro 3,domain:PARP catalytic,domain:WWE,helix,sequence conflict,splice variant,strand,turn,
Q9UKK3	poly(ADP-ribose) polymerase family member 4(PARP4)	Homo sapiens			GO:0006281~DNA repair,GO:0006464~cellular protein modification process,GO:0006471~protein ADP-ribosylation,GO:0006810~transport,GO:0006954~inflammatory response,GO:0006974~cellular response to DNA damage stimulus,GO:0008219~cell death,GO:0042493~response to drug,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005876~spindle microtubule,GO:0016020~membrane,GO:0030529~intracellular ribonucleoprotein complex,GO:0070062~extracellular exosome,	GO:0003677~DNA binding,GO:0003950~NAD+ ADP-ribosyltransferase activity,GO:0005515~protein binding,GO:0019899~enzyme binding,	IPR001357:BRCT domain,IPR002035:von Willebrand factor, type A,IPR004102:Poly(ADP-ribose) polymerase, regulatory domain,IPR012317:Poly(ADP-ribose) polymerase, catalytic domain,IPR013694:VIT domain,	hsa03410:Base excision repair,			SM00292:BRCT,SM00327:VWA,SM00609:VIT,	Complete proteome,Cytoplasm,Cytoskeleton,Direct protein sequencing,Glycosyltransferase,Methylation,NAD,Nucleus,Phosphoprotein,Polymorphism,Reference proteome,Ribonucleoprotein,Transferase,	chain:Poly [ADP-ribose] polymerase 4,domain:BRCT,domain:PARP alpha-helical,domain:PARP catalytic,domain:VIT,domain:VWFA,modified residue,region of interest:Interaction with the major vault protein,sequence conflict,sequence variant,short sequence motif:Nuclear localization signal,
A2A559	post-GPI attachment to proteins 3(Pgap3)	Mus musculus			GO:0006505~GPI anchor metabolic process,GO:0006506~GPI anchor biosynthetic process,	GO:0000139~Golgi membrane,GO:0005783~endoplasmic reticulum,GO:0005794~Golgi apparatus,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0031227~intrinsic component of endoplasmic reticulum membrane,	GO:0016788~hydrolase activity, acting on ester bonds,	IPR007217:Per1-like,					Alternative splicing,Complete proteome,Endoplasmic reticulum,Glycoprotein,Golgi apparatus,GPI-anchor biosynthesis,Membrane,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:Post-GPI attachment to proteins factor 3,glycosylation site:N-linked (GlcNAc...),sequence conflict,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
Q5ZJ85	pre-mRNA processing factor 3(PRPF3)	Gallus gallus			GO:0000244~spliceosomal tri-snRNP complex assembly,GO:0000398~mRNA splicing, via spliceosome,	GO:0005634~nucleus,GO:0005681~spliceosomal complex,GO:0005737~cytoplasm,GO:0015030~Cajal body,GO:0016607~nuclear speck,GO:0046540~U4/U6 x U5 tri-snRNP complex,	GO:0044822~poly(A) RNA binding,	IPR002483:PWI domain,IPR010541:Domain of unknown function DUF1115,IPR013881:Pre-mRNA-splicing factor 3,IPR027104:U4/U6 small nuclear ribonucleoprotein Prp3,	gga03040:Spliceosome,			SM00311:PWI,	Complete proteome,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Reference proteome,Spliceosome,	chain:U4/U6 small nuclear ribonucleoprotein PRP3,compositionally biased region:Poly-Val,domain:PWI,
O75400	pre-mRNA processing factor 40 homolog A(PRPF40A)	Homo sapiens		RNA processing and modification,	GO:0000398~mRNA splicing, via spliceosome,GO:0007010~cytoskeleton organization,GO:0007049~cell cycle,GO:0008360~regulation of cell shape,GO:0016477~cell migration,GO:0032465~regulation of cytokinesis,GO:0051301~cell division,	GO:0005654~nucleoplasm,GO:0005685~U1 snRNP,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0016363~nuclear matrix,GO:0016607~nuclear speck,GO:0071004~U2-type prespliceosome,	GO:0003723~RNA binding,GO:0005515~protein binding,GO:0044822~poly(A) RNA binding,GO:0070064~proline-rich region binding,	IPR001202:WW domain,IPR002713:FF domain,	hsa03040:Spliceosome,			SM00441:FF,SM00456:WW,	3D-structure,Acetylation,Alternative splicing,Cell cycle,Cell division,Complete proteome,Isopeptide bond,Methylation,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Ubl conjugation,	chain:Pre-mRNA-processing factor 40 homolog A,domain:FF 1,domain:FF 2,domain:FF 3,domain:FF 4,domain:FF 5,domain:WW 1,domain:WW 2,helix,modified residue,sequence conflict,splice variant,strand,turn,
Q32L99	prostaglandin reductase 2(PTGR2)	Bos taurus		General function prediction only,	GO:0006693~prostaglandin metabolic process,GO:0055114~oxidation-reduction process,	GO:0005739~mitochondrion,	GO:0008270~zinc ion binding,GO:0016491~oxidoreductase activity,GO:0036132~13-prostaglandin reductase activity,GO:0047522~15-oxoprostaglandin 13-oxidase activity,	IPR002085:Alcohol dehydrogenase superfamily, zinc-type,IPR011032:GroES-like,IPR013149:Alcohol dehydrogenase, C-terminal,IPR016040:NAD(P)-binding domain,					Complete proteome,Cytoplasm,NADP,Oxidoreductase,Reference proteome,	chain:Prostaglandin reductase 2,nucleotide phosphate-binding region:NADP,
P57096	prostate stem cell antigen(Psca)	Mus musculus				GO:0005886~plasma membrane,GO:0016020~membrane,GO:0031225~anchored component of membrane,GO:0070062~extracellular exosome,		IPR016054:Ly-6 antigen / uPA receptor -like,IPR018363:CD59 antigen, conserved site,				SM00134:LU,	Cell membrane,Complete proteome,Disulfide bond,Glycoprotein,GPI-anchor,Lipoprotein,Membrane,Reference proteome,Signal,	chain:Prostate stem cell antigen,disulfide bond,domain:UPAR/Ly6,glycosylation site:N-linked (GlcNAc...),lipid moiety-binding region:GPI-anchor amidated asparagine,propeptide:Removed in mature form,signal peptide,
Q4N4N8	protein disulfide isomerase(TP02_0602)	Theileria parva strain Muguga			GO:0045454~cell redox homeostasis,	GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,		IPR012336:Thioredoxin-like fold,IPR013766:Thioredoxin domain,					Complete proteome,Disulfide bond,Endoplasmic reticulum,Membrane,Redox-active center,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:Thioredoxin domain-containing protein,disulfide bond,domain:Thioredoxin,short sequence motif:Di-lysine motif,signal peptide,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
Q91WG5	protein kinase, AMP-activated, gamma 2 non-catalytic subunit(Prkag2)	Mus musculus			GO:0005977~glycogen metabolic process,GO:0006110~regulation of glycolytic process,GO:0006469~negative regulation of protein kinase activity,GO:0006629~lipid metabolic process,GO:0006631~fatty acid metabolic process,GO:0006633~fatty acid biosynthetic process,GO:0007005~mitochondrion organization,GO:0010800~positive regulation of peptidyl-threonine phosphorylation,GO:0019217~regulation of fatty acid metabolic process,GO:0035556~intracellular signal transduction,GO:0045860~positive regulation of protein kinase activity,GO:0050790~regulation of catalytic activity,GO:0061024~membrane organization,	GO:0005615~extracellular space,GO:0005654~nucleoplasm,GO:0005829~cytosol,GO:0031588~nucleotide-activated protein kinase complex,	GO:0000166~nucleotide binding,GO:0004679~AMP-activated protein kinase activity,GO:0004862~cAMP-dependent protein kinase inhibitor activity,GO:0005524~ATP binding,GO:0008603~cAMP-dependent protein kinase regulator activity,GO:0008607~phosphorylase kinase regulator activity,GO:0016208~AMP binding,GO:0016301~kinase activity,GO:0019901~protein kinase binding,GO:0030295~protein kinase activator activity,GO:0043531~ADP binding,	IPR000644:Cystathionine beta-synthase, core,	mmu04068:FoxO signaling pathway,mmu04152:AMPK signaling pathway,mmu04710:Circadian rhythm,mmu04910:Insulin signaling pathway,mmu04920:Adipocytokine signaling pathway,mmu04921:Oxytocin signaling pathway,mmu04922:Glucagon signaling pathway,mmu04931:Insulin resistance,mmu04932:Non-alcoholic fatty liver disease (NAFLD),mmu05410:Hypertrophic cardiomyopathy (HCM),			SM00116:CBS,	Alternative splicing,ATP-binding,CBS domain,Complete proteome,Fatty acid biosynthesis,Fatty acid metabolism,Kinase,Lipid biosynthesis,Lipid metabolism,Nucleotide-binding,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Transferase,	chain:5'-AMP-activated protein kinase subunit gamma-2,domain:CBS 1,domain:CBS 2,domain:CBS 3,domain:CBS 4,modified residue,sequence conflict,splice variant,
